Name,Division,Wins,Loses,Draws,Nickname,Height,Weight,Reach,Stance,DOB
Muslim Salikhov,Welterweight,18,2,0,King of Kung Fu,"5' 11""",170 lbs.,"70""",Orthodox,1984-06-09
Myles Jury,Featherweight,17,4,0,Fury,"5' 10""",145 lbs.,"73""",Orthodox,1988-10-31
Na Liang,Women's Strawweight,15,5,0,The Dragon Girl,,,,,
Nad Narimani,Catchweight,12,4,0,Smiler,"5' 8""",145 lbs.,"70""",Orthodox,1987-04-14
Nadia Kassem,Women's Flyweight,5,2,0,NA,"5' 5""",125 lbs.,"66""",Southpaw,1995-11-15
Naoki Inoue,Flyweight,11,0,0,NA,"5' 9""",125 lbs.,"71""",Orthodox,1997-06-14
Nasrat Haqparast,Lightweight,13,3,0,NA,"5' 10""",155 lbs.,"72""",Southpaw,1995-08-22
Nassourdine Imavov,Middleweight,10,3,0,NA,"6' 3""",185 lbs.,"75""",Orthodox,1995-03-01
Nate Diaz,Welterweight,21,13,0,NA,"6' 0""",170 lbs.,"76""",Southpaw,1985-04-16
Nate Landwehr,Featherweight,14,4,0,The Train,"5' 9""",145 lbs.,"72""",Orthodox,1988-06-06
Nathan Coy,Welterweight,15,7,0,Soulforce,"5' 10""",170 lbs.,"69""",Southpaw,1978-07-24
Nathaniel Wood,Catchweight,17,4,0,The Prospect,"5' 6""",140 lbs.,"69""",Orthodox,1993-05-08
Nazareno Malegarie,Lightweight,28,5,0,El Tigre,"5' 8""",155 lbs.,,,1986-05-16
Neil Magny,Welterweight,25,9,0,The Haitian Sensation,"6' 3""",170 lbs.,"80""",Orthodox,1987-08-03
Nicco Montano,Women's Bantamweight,5,3,0,NA,"5' 5""",135 lbs.,"65""",Southpaw,1988-12-16
Nick Diaz,Welterweight,26,10,0,NA,"6' 1""",185 lbs.,"76""",Southpaw,1983-08-02
Nick Hein,Lightweight,14,4,0,Sergeant,"5' 6""",155 lbs.,"66""",Southpaw,1984-04-24
Nick Maximov,Middleweight,1,0,0,NA,"6' 0""",220 lbs.,"76""",Southpaw,1997-12-23
Nicolae Negumereanu,Light Heavyweight,10,1,0,NA,"6' 0""",205 lbs.,"78""",Orthodox,1994-09-04
Nicolas Dalby,Welterweight,16,2,1,Lokomotivo,"5' 11""",170 lbs.,"74""",Orthodox,1984-11-16
Nik Lentz,Featherweight,30,12,2,The Carny,"5' 8""",145 lbs.,"68""",Orthodox,1984-08-13
Nikita Krylov,Light Heavyweight,27,8,0,The Miner,"6' 3""",205 lbs.,"77""",Orthodox,1992-03-07
Niklas Stolze,Welterweight,0,1,0,Green Mask,"6' 1""",170 lbs.,"74""",Switch,1992-12-28
Niko Price,Welterweight,14,6,0,The Hybrid,"6' 0""",170 lbs.,"76""",Orthodox,1989-09-29
Nikolas Motta,Lightweight,0,0,0,NA,"5' 9""",155 lbs.,"70""",Orthodox,1993-02-08
Nina Nunes,Women's Strawweight,10,7,0,NA,,,,,
Nohelin Hernandez,Bantamweight,10,3,0,Suave,"5' 10""",135 lbs.,"71""",Orthodox,1994-03-01
Nordine Taleb,Welterweight,15,7,0,NA,"6' 1""",170 lbs.,"74""",Orthodox,1981-06-10
Norifumi Yamamoto,Bantamweight,18,6,0,Kid,"5' 4""",135 lbs.,"66""",Southpaw,1977-03-15
Norma Dumont,Women's Bantamweight,6,1,0,The Imortal,"5' 7""",135 lbs.,"67""",Orthodox,1990-10-01
Nuerdanbieke Shayilan,Featherweight,19,6,0,Wolverine,,,,,
Ode Osbourne,Flyweight,9,3,0,The Jamaican Sensation,"5' 7""",145 lbs.,"73""",Southpaw,1992-01-09
Olaf Alfonso,Welterweight,0,0,0,NA,"6' 2""",170 lbs.,,Orthodox,1974-08-06
Olivier Aubin-Mercier,Lightweight,12,5,0,The Canadian Gangster,"5' 9""",155 lbs.,"70""",Southpaw,1989-02-23
Oluwale Bamgbose,Middleweight,6,4,0,Holy War Angel,"5' 11""",185 lbs.,"78""",Switch,1987-08-04
Omar Morales,Featherweight,11,1,0,Venezuelan Fighter,"5' 11""",145 lbs.,"73""",Orthodox,1985-10-17
Omari Akhmedov,Middleweight,21,6,1,Wolverine,"6' 0""",185 lbs.,"73""",Orthodox,1987-10-12
Orion Cosce,Welterweight,7,0,0,Galaxy,"5' 11""",170 lbs.,"71""",Switch,1994-07-15
Oscar Cota,Heavyweight,10,1,0,Elevation,"6' 0""",230 lbs.,"72""",Orthodox,1984-10-15
Oskar Piechota,Middleweight,11,3,1,Imadlo,"6' 0""",185 lbs.,"76""",Southpaw,1990-01-24
Ottman Azaitar,Lightweight,13,0,0,Bulldozer,"5' 8""",155 lbs.,"71""",Switch,1990-02-20
Ovince St. Preux,Heavyweight,25,16,0,OSP,"6' 3""",205 lbs.,"80""",Southpaw,1983-04-08
Paige VanZant,Women's Flyweight,8,5,0,12 Gauge,"5' 4""",115 lbs.,"65""",Orthodox,1994-03-26
Pannie Kianzad,Women's Bantamweight,16,5,0,Banzai,"5' 7""",135 lbs.,"66""",Orthodox,1991-12-08
Parker Porter,Heavyweight,11,6,0,NA,"6' 0""",265 lbs.,"75""",Orthodox,1985-04-22
Pascal Krauss,Welterweight,11,2,0,Panzer,"6' 1""",170 lbs.,,Orthodox,1987-04-19
Pat Sabatini,Featherweight,14,3,0,NA,,,,,
Patrick Cote,Welterweight,24,11,0,The Predator,"5' 11""",170 lbs.,"75""",Orthodox,1980-02-29
Patrick Cummins,Light Heavyweight,10,7,0,Durkin,"6' 2""",205 lbs.,"76""",Orthodox,1980-11-16
Patrick Holohan,Flyweight,12,2,1,The Hooligan,"5' 10""",125 lbs.,"69""",Orthodox,1988-05-03
Paul Craig,Light Heavyweight,15,4,1,BearJew,"6' 3""",205 lbs.,"76""",Orthodox,1987-11-27
Paul Felder,Lightweight,17,6,0,The Irish Dragon,"5' 11""",155 lbs.,"70""",Orthodox,1984-04-25
Pauline Macias,Women's Strawweight,0,0,0,NA,"5' 4""",115 lbs.,"64""",Southpaw,1988-06-27
Paulo Costa,Middleweight,13,1,0,The Eraser,"6' 1""",185 lbs.,"72""",Orthodox,1991-04-21
Pedro Munhoz,Bantamweight,19,5,0,The Young Punisher,"5' 6""",135 lbs.,"65""",Orthodox,1986-09-07
Peter Barrett,Featherweight,11,4,0,Slippery,"5' 10""",145 lbs.,"73""",Southpaw,1986-08-10
Peter Sobotta,Welterweight,17,6,1,NA,"6' 0""",170 lbs.,"75""",Southpaw,1987-01-11
Petr Yan,Bantamweight,15,2,0,No Mercy,"5' 7""",135 lbs.,"67""",Switch,1993-02-11
Phil Brooks,Welterweight,0,2,0,CM Punk,"6' 1""",170 lbs.,"73""",Orthodox,1978-10-26
Phil Hawes,Middleweight,11,2,0,Megatron,"6' 0""",185 lbs.,"77""",Orthodox,1989-01-08
Philip Rowe,Welterweight,9,3,0,The Fresh Prince,"6' 3""",170 lbs.,"80""",Orthodox,1990-07-18
Philipe Lins,Heavyweight,14,5,0,Monstro,"6' 2""",240 lbs.,"78""",Orthodox,1985-08-17
Pingyuan Liu,Bantamweight,13,7,0,NA,"5' 6""",135 lbs.,"72""",Orthodox,1993-02-13
Poliana Botelho,Women's Flyweight,8,4,0,NA,"5' 8""",115 lbs.,"67""",Orthodox,1988-12-15
Polyana Viana,Women's Strawweight,12,4,0,Dama de Ferro,"5' 5""",115 lbs.,"67""",Orthodox,1992-06-14
Preston Parsons,Welterweight,9,3,0,Pressure,,,,,
Priscila Cachoeira,Women's Flyweight,10,3,0,Zombie Girl,"5' 7""",135 lbs.,"65""",Orthodox,1988-08-19
Punahele Soriano,Middleweight,8,1,0,Puna,"5' 11""",185 lbs.,"72""",Southpaw,1992-11-22
Qileng Aori,Flyweight,18,7,0,The Mongolian Murderer,,,,,
Rachael Ostovich,Women's Flyweight,4,6,0,NA,"5' 3""",125 lbs.,"62""",Orthodox,1991-02-25
Rafa Garcia,Lightweight,12,1,0,Gifted,"5' 7""",155 lbs.,"70""",Orthodox,1994-08-05
Rafael Alves,Lightweight,19,10,0,The Turn,"5' 8""",145 lbs.,"68""",Orthodox,1990-10-10
Rafael dos Anjos,Lightweight,29,13,0,NA,"5' 8""",155 lbs.,"70""",Southpaw,1984-10-26
Rafael Fiziev,Lightweight,8,1,0,Ataman,"5' 8""",155 lbs.,"71""",Switch,1993-03-05
Rafael Natal,Middleweight,21,9,1,Sapo,"6' 0""",185 lbs.,"77""",Orthodox,1982-12-25
Ramazan Emeev,Welterweight,20,4,0,Gorets,"5' 10""",170 lbs.,"76""",Southpaw,1987-05-23
Ramazan Kuramagomedov,Middleweight,1,0,0,NA,"6' 1""",170 lbs.,"73""",Orthodox,1996-08-23
Ramiz Brahimaj,Welterweight,8,3,0,NA,"5' 10""",170 lbs.,"72""",Orthodox,1992-11-17
Randa Markos,Women's Strawweight,10,12,1,Quiet Storm,"5' 4""",115 lbs.,"63""",Orthodox,1985-08-10
Randy Brown,Welterweight,13,4,0,Rudeboy,"6' 3""",170 lbs.,"78""",Orthodox,1990-07-08
Randy Costa,Bantamweight,6,2,0,The Zohan,"5' 9""",135 lbs.,"73""",Switch,1994-07-06
Rani Yahya,Bantamweight,27,10,1,NA,"5' 6""",135 lbs.,"67""",Orthodox,1984-09-12
Raoni Barcelos,Bantamweight,16,2,0,NA,"5' 7""",135 lbs.,"67""",Orthodox,1987-05-01
Raphael Assuncao,Bantamweight,27,8,0,NA,"5' 5""",135 lbs.,"66""",Orthodox,1982-07-19
Raphael Pessoa,Heavyweight,10,2,0,Bebezao,"6' 3""",262 lbs.,"78""",Orthodox,1989-03-09
Raquel Pennington,Women's Bantamweight,11,9,0,Rocky,"5' 7""",135 lbs.,"67""",Orthodox,1988-09-05
Rashad Coulter,Light Heavyweight,9,4,0,Daywalker,"5' 11""",205 lbs.,"76""",Orthodox,1981-11-27
Rashad Evans,Light Heavyweight,24,8,1,Suga,"6' 0""",205 lbs.,"75""",Orthodox,1979-09-25
Rashid Magomedov,Lightweight,20,2,0,Goretz,"5' 9""",155 lbs.,"70""",Orthodox,1984-11-29
Raulian Paiva,Bantamweight,21,3,0,NA,"5' 8""",125 lbs.,"69""",Orthodox,1995-10-17
Ray Borg,Featherweight,13,5,0,The Tazmexican Devil,"5' 4""",135 lbs.,"63""",Orthodox,1993-08-04
Ray Rodriguez,Bantamweight,16,8,0,The Judge,"5' 7""",135 lbs.,"70""",Orthodox,1987-12-10
Renan Barao,Bantamweight,36,9,0,The Baron,"5' 6""",145 lbs.,"70""",Orthodox,1987-01-31
Renato Carneiro,Lightweight,15,4,1,Moicano,"5' 11""",155 lbs.,"72""",Orthodox,1989-05-21
Rhys McKee,Welterweight,10,3,0,Skeletor,"6' 2""",170 lbs.,"78""",Orthodox,1995-09-10
Ricardo Abreu,Middleweight,5,1,0,Demente,"5' 11""",185 lbs.,,Orthodox,1984-04-27
Ricardo Lamas,Featherweight,20,8,0,The Bully,"5' 8""",145 lbs.,"71""",Orthodox,1982-05-21
Ricardo Prasel,Heavyweight,9,2,0,Alemao,"6' 7""",238 lbs.,"78""",Orthodox,1990-06-02
Ricardo Ramos,Featherweight,15,3,0,NA,"5' 9""",145 lbs.,"72""",Orthodox,1995-08-01
Ricky Glenn,Lightweight,22,6,1,The Gladiator,,,,,
Ricky Rainey,Welterweight,13,6,0,The Sniper,"6' 1""",170 lbs.,"77""",Switch,1983-06-29
Ricky Simon,Featherweight,18,3,0,NA,"5' 6""",135 lbs.,"69""",Orthodox,1992-08-31
Rob Font,Bantamweight,19,4,0,NA,"5' 8""",135 lbs.,"71""",Orthodox,1987-06-25
Robbie Lawler,Welterweight,28,14,0,Ruthless,"5' 11""",170 lbs.,"74""",Southpaw,1982-03-20
Robert Whittaker,Middleweight,24,5,0,The Reaper,"6' 0""",185 lbs.,"73""",Orthodox,1990-12-20
Roberto Sanchez,Flyweight,8,2,0,Littlefury,,,,,
Rodolfo Vieira,Middleweight,8,1,0,NA,"6' 0""",185 lbs.,"73""",Orthodox,1989-09-25
Rodrigo Damm,Lightweight,12,9,0,NA,"5' 7""",155 lbs.,"71""",Orthodox,1980-02-03
Rodrigo Goiana de Lima,Lightweight,8,3,1,NA,"5' 7""",155 lbs.,,Orthodox,1991-03-12
Rodrigo Nascimento,Heavyweight,9,1,0,Ze' Colmeia,"6' 2""",246 lbs.,"80""",Orthodox,1992-11-26
Rodrigo Vargas,Lightweight,12,4,0,NA,"5' 8""",155 lbs.,"71""",Southpaw,1985-08-15
Rogerio Bontorin,Bantamweight,17,3,0,NA,"5' 5""",125 lbs.,"67""",Orthodox,1992-04-25
Rolando Dy,Featherweight,9,6,1,Dy Incredible,"5' 8""",145 lbs.,"69""",Orthodox,1990-08-11
Roman Bogatov,Lightweight,10,1,0,NA,"5' 8""",155 lbs.,"73""",Orthodox,1990-12-15
Roman Dolidze,Middleweight,9,1,0,NA,"6' 2""",205 lbs.,"76""",Orthodox,1988-07-15
Roman Kopylov,Middleweight,8,1,0,NA,"6' 0""",185 lbs.,"75""",Southpaw,1991-05-04
Ronaldo Souza,Middleweight,26,10,0,Jacare,"6' 1""",185 lbs.,"72""",Orthodox,1979-12-07
Ronnie Lawrence,Bantamweight,7,1,0,The Heat,"5' 8""",135 lbs.,"68""",Switch,1992-06-13
Ronny Markes,Middleweight,14,3,0,NA,"6' 1""",185 lbs.,"75""",Orthodox,1988-04-21
Rony Mariano Bezerra,Featherweight,15,7,0,Jason,"5' 7""",145 lbs.,"73""",Orthodox,1984-03-21
Roosevelt Roberts,Lightweight,10,3,0,The Predator,"6' 2""",155 lbs.,"73""",Orthodox,1994-02-11
Roque Martinez,Heavyweight,15,8,2,NA,"5' 10""",250 lbs.,"72""",Orthodox,1986-03-04
Rory Singer,Middleweight,12,7,0,Outburst,"6' 2""",185 lbs.,"77""",Orthodox,1976-05-28
Rose Namajunas,Women's Strawweight,11,4,0,Thug,"5' 5""",115 lbs.,"65""",Orthodox,1992-06-29
Ross Pearson,Lightweight,22,16,0,The Real Deal,"5' 8""",155 lbs.,"69""",Orthodox,1984-09-26
Rostem Akman,Welterweight,6,1,0,NA,"5' 10""",170 lbs.,"72""",Switch,1991-12-19
Roxanne Modafferi,Women's Flyweight,25,19,0,The Happy Warrior,"5' 7""",125 lbs.,"69""",Orthodox,1982-09-24
Ruslan Magomedov,Heavyweight,14,1,0,Leopard,"6' 3""",242 lbs.,"78""",Orthodox,1986-11-26
Rustam Khabilov,Welterweight,24,4,0,Tiger,"5' 8""",155 lbs.,"73""",Orthodox,1986-11-04
Ryan Benoit,Flyweight,10,7,0,Baby Face,"5' 5""",125 lbs.,"68""",Orthodox,1989-08-25
Ryan Hall,Featherweight,8,2,0,The Wizard,"5' 10""",145 lbs.,"70""",Southpaw,1985-02-22
Ryan Janes,Middleweight,10,3,0,NA,"6' 3""",185 lbs.,"76""",Orthodox,1981-08-22
Ryan LaFlare,Welterweight,13,3,0,NA,"6' 1""",170 lbs.,"74""",Southpaw,1983-10-01
Ryan MacDonald,Bantamweight,10,2,0,Main Event,"5' 11""",135 lbs.,"71""",Switch,1993-03-18
Ryan Spann,Light Heavyweight,19,6,0,Superman,"6' 5""",205 lbs.,"79""",Orthodox,1991-08-24
Sabah Homasi,Welterweight,11,8,0,The Problem,"6' 0""",170 lbs.,"72""",Orthodox,1988-10-19
Sabina Mazo,Women's Bantamweight,9,2,0,Colombian Queen,"5' 7""",135 lbs.,"70""",Orthodox,1997-03-25
Sage Northcutt,Welterweight,11,2,0,Super,"6' 0""",170 lbs.,"71""",Orthodox,1996-03-01
Said Nurmagomedov,Bantamweight,14,2,0,NA,"5' 8""",135 lbs.,"70""",Orthodox,1992-04-05
Salim Touahri,Welterweight,10,3,0,Grizzly,"5' 10""",170 lbs.,"72""",Orthodox,1989-09-28
Sam Alvey,Middleweight,33,15,1,Smile'N,"6' 2""",205 lbs.,"75""",Southpaw,1986-05-06
Sam Hughes,Women's Strawweight,5,3,0,Sampage,"5' 5""",115 lbs.,"64""",Orthodox,1992-06-28
Sam Stout,Lightweight,21,12,1,Hands of Stone,"5' 9""",155 lbs.,"70""",Orthodox,1984-04-23
Santiago Ponzinibbio,Welterweight,29,4,0,Argentine Dagger,"6' 0""",170 lbs.,"73""",Orthodox,1986-09-26
Saparbek Safarov,Middleweight,9,3,0,NA,"6' 1""",185 lbs.,"78""",Orthodox,1986-10-14
Sara McMann,Women's Bantamweight,12,6,0,NA,"5' 6""",135 lbs.,"66""",Orthodox,1980-09-24
Sarah Alpar,Women's Bantamweight,9,4,0,Too Sweet,"5' 4""",135 lbs.,"63""",Southpaw,1991-06-01
Sarah Frota,Women's Flyweight,9,2,0,A Treta,"5' 6""",125 lbs.,"69""",Southpaw,1987-04-14
Sarah Moras,Women's Bantamweight,6,8,0,Cheesecake,"5' 7""",135 lbs.,"67""",Orthodox,1988-04-30
Sasha Palatnikov,Welterweight,6,3,0,NA,"6' 1""",170 lbs.,"72""",Switch,1989-03-15
Scott Holtzman,Lightweight,14,5,0,Hot Sauce,"5' 9""",155 lbs.,"69""",Orthodox,1983-09-30
Scott McAfee,Lightweight,6,0,0,The Alaskan Hammer,"5' 8""",155 lbs.,,Orthodox,1983-08-23
Sean Brady,Welterweight,14,0,0,NA,"5' 10""",170 lbs.,"72""",Orthodox,1992-11-23
Sean O'Malley,Bantamweight,14,1,0,Sugar,"5' 11""",135 lbs.,"72""",Switch,1994-10-24
Sean Pierson,Welterweight,14,6,0,The Punisher,"6' 0""",170 lbs.,"76""",Southpaw,1976-03-10
Sean Soriano,Lightweight,14,7,0,NA,"5' 9""",145 lbs.,,Orthodox,1989-10-06
Sean Strickland,Middleweight,23,3,1,Tarzan,"6' 1""",185 lbs.,"76""",Orthodox,1991-02-27
Sean Woodson,Featherweight,8,1,0,The Sniper,"6' 2""",145 lbs.,"78""",Orthodox,1992-06-07
Sergei Pavlovich,Heavyweight,14,1,0,NA,"6' 3""",257 lbs.,"84""",Southpaw,1992-05-13
Sergey Khandozhko,Welterweight,27,6,1,Honda,"6' 1""",170 lbs.,"74""",Orthodox,1992-05-19
Sergey Morozov,Bantamweight,17,4,0,NA,"5' 6""",135 lbs.,,Orthodox,1989-06-14
Sergey Spivak,Heavyweight,13,2,0,Polar Bear,"6' 3""",260 lbs.,"78""",Orthodox,1995-01-24
Sergio Moraes,Welterweight,14,7,1,The Panther,"6' 0""",170 lbs.,"72""",Orthodox,1982-07-23
Sergio Pettis,Flyweight,17,5,0,NA,"5' 6""",125 lbs.,"69""",Orthodox,1993-08-18
Seung Woo Choi,Featherweight,10,3,0,Sting,"6' 0""",145 lbs.,"74""",Orthodox,1992-11-03
Shaheen Santana,Lightweight,0,0,0,NA,"6' 1""",155 lbs.,"75""",Orthodox,1991-06-04
Shamil Abdurakhimov,Heavyweight,20,5,0,Abrek,"6' 3""",235 lbs.,"76""",Orthodox,1981-09-02
Shamil Gamzatov,Light Heavyweight,1,0,0,NA,"6' 2""",205 lbs.,"76""",Orthodox,1990-08-09
Shana Dobson,Women's Flyweight,4,5,0,Danger,"5' 6""",125 lbs.,"69""",Orthodox,1989-03-30
Shane Burgos,Featherweight,13,3,0,Hurricane,"5' 11""",145 lbs.,"75""",Orthodox,1991-03-19
Shane Young,Featherweight,13,6,0,Smokin,"5' 8""",145 lbs.,"72""",Orthodox,1993-07-31
Shanna Young,Bantamweight,0,1,0,The Shanimal,"5' 7""",135 lbs.,"65""",Orthodox,1991-02-20
Shavkat Rakhmonov,Welterweight,14,0,0,Nomad,"6' 1""",170 lbs.,"77""",Orthodox,1994-10-23
Sheldon Westcott,Welterweight,10,3,1,NA,"6' 1""",170 lbs.,"71""",Southpaw,1984-08-20
Sheymon Moraes,Featherweight,11,4,0,NA,"5' 8""",145 lbs.,"72""",Orthodox,1990-10-11
Sijara Eubanks,Women's Flyweight,8,6,0,SarJ,"5' 4""",135 lbs.,"67""",Orthodox,1985-04-27
Siyar Bahadurzada,Welterweight,24,8,1,The Great,"5' 11""",170 lbs.,"73""",Orthodox,1984-04-17
Sodiq Yusuff,Featherweight,11,2,0,Super,"5' 9""",145 lbs.,"71""",Orthodox,1993-05-19
Spike Carlyle,Featherweight,9,3,0,The Alpha Ginger,"5' 8""",145 lbs.,"71""",Switch,1993-05-06
Stefan Sekulic,Welterweight,12,4,0,NA,"6' 0""",170 lbs.,"75""",Southpaw,1992-02-12
Stefan Struve,Heavyweight,33,13,0,Skyscraper,"6' 11""",265 lbs.,"84""",Orthodox,1988-02-18
Stephanie Egger,Women's Bantamweight,5,2,0,NA,"5' 6""",135 lbs.,"68""",Orthodox,1988-08-12
Stephanie Frausto,Women's Strawweight,0,0,0,NA,"5' 2""",115 lbs.,"61""",Orthodox,1990-09-20
Stephen Thompson,Welterweight,16,5,1,Wonderboy,"6' 0""",170 lbs.,"75""",Orthodox,1983-02-11
Steve Garcia,Lightweight,0,1,0,Mean Machine,"6' 0""",155 lbs.,"75""",Southpaw,1992-05-22
Steven Peterson,Featherweight,19,9,0,Ocho,"5' 10""",145 lbs.,"70""",Orthodox,1990-05-29
Steven Ray,Lightweight,22,9,0,Braveheart,"5' 10""",155 lbs.,"70""",Southpaw,1990-03-25
Stipe Miocic,Heavyweight,20,4,0,NA,"6' 4""",240 lbs.,"80""",Orthodox,1982-08-19
Su Mudaerji,Flyweight,14,4,0,The Tibetan Eagle,,,,,
Sultan Aliev,Welterweight,14,3,0,NA,"5' 11""",170 lbs.,"74""",Orthodox,1984-09-17
Suman Mokhtarian,Featherweight,8,2,0,NA,"5' 8""",145 lbs.,"72""",Orthodox,1992-06-13
Syuri Kondo,Women's Strawweight,6,2,0,NA,"5' 4""",115 lbs.,"66""",Orthodox,1989-02-08
Tabatha Ricci,Women's Flyweight,5,1,0,Baby Shark,,,,,
Tafon Nchukwi,Middleweight,5,1,0,Da Don,"6' 0""",205 lbs.,"77""",Orthodox,1994-10-14
Tagir Ulanbekov,Flyweight,13,1,0,NA,"5' 7""",125 lbs.,"70""",Southpaw,1991-08-07
Tai Tuivasa,Heavyweight,13,3,0,BAM BAM,"6' 2""",264 lbs.,"75""",Southpaw,1993-03-16
Taila Santos,Women's Flyweight,16,1,0,NA,"5' 6""",125 lbs.,"68""",Orthodox,1993-06-22
Takashi Sato,Welterweight,16,4,0,Ten,"5' 10""",170 lbs.,"73""",Southpaw,1990-06-09
Talita Bernardo,Women's Bantamweight,6,4,0,NA,"5' 4""",135 lbs.,"68""",Orthodox,1987-03-04
Tanner Boser,Heavyweight,20,8,1,The Bulldozer,"6' 2""",255 lbs.,"75""",Orthodox,1991-08-02
Tarec Saffiedine,Welterweight,16,7,0,Sponge,"5' 10""",170 lbs.,"70""",Switch,1986-09-06
Tatiana Suarez,Women's Strawweight,9,0,0,NA,"5' 5""",115 lbs.,"66""",Southpaw,1990-12-19
Taylor Moore,Bantamweight,0,0,0,NA,"5' 10""",135 lbs.,"70""",Southpaw,1993-10-16
Te Edwards,Lightweight,6,3,0,Tango,"5' 8""",155 lbs.,"72""",Orthodox,1990-09-11
Tecia Torres,Women's Strawweight,11,5,0,Tiny Tornado,"5' 1""",115 lbs.,"60""",Orthodox,1989-08-16
Teemu Packalen,Lightweight,8,3,0,Pacu,"6' 1""",155 lbs.,"75""",Orthodox,1987-05-22
Terrance McKinney,Lightweight,11,3,0,T.Wrecks,"5' 11""",145 lbs.,"74""",Switch,1994-09-15
Terrion Ware,Bantamweight,17,8,0,Flash,"5' 8""",135 lbs.,"71""",Orthodox,1986-03-31
Teruto Ishihara,Bantamweight,11,6,2,Yashabo,"5' 7""",135 lbs.,"69""",Southpaw,1991-07-23
Thales Leites,Middleweight,27,9,0,NA,"6' 1""",185 lbs.,"78""",Orthodox,1981-09-06
Thiago Alves,Welterweight,28,15,0,Pitbull,"5' 9""",170 lbs.,"70""",Orthodox,1983-10-03
Thiago Moises,Lightweight,15,5,0,NA,"5' 9""",155 lbs.,"70""",Orthodox,1995-03-23
Thiago Santos,Light Heavyweight,21,9,0,Marreta,"6' 2""",205 lbs.,"76""",Orthodox,1984-01-07
Thibault Gouti,Lightweight,12,5,0,GT,"5' 10""",155 lbs.,"72""",Orthodox,1987-02-27
Thomas Almeida,Bantamweight,22,5,0,Thominhas,"5' 7""",145 lbs.,"70""",Southpaw,1991-07-31
Thomas Gifford,Lightweight,17,8,0,The Young Lion,"6' 1""",155 lbs.,"75""",Orthodox,1992-07-26
Tim Boetsch,Middleweight,21,13,0,The Barbarian,"6' 0""",185 lbs.,"74""",Orthodox,1981-01-28
Tim Elliott,Flyweight,18,11,1,NA,"5' 7""",125 lbs.,"66""",Southpaw,1986-12-24
Tim Kennedy,Middleweight,18,6,0,NA,"5' 11""",185 lbs.,"74""",Orthodox,1979-09-01
Tim Means,Welterweight,31,12,1,The Dirty Bird,"6' 2""",170 lbs.,"75""",Orthodox,1984-02-20
Tim Williams,Middleweight,15,5,0,NA,"6' 2""",185 lbs.,"76""",Orthodox,1986-07-03
Timur Valiev,Bantamweight,18,2,0,Lucky,"5' 6""",145 lbs.,"67""",Orthodox,1990-01-19
Tina Lahdemaki,Women's Strawweight,5,1,0,Jelly Bean,"5' 2""",115 lbs.,,Orthodox,1988-05-28
T.J. Brown,Featherweight,15,8,0,Downtown,"5' 9""",145 lbs.,"72""",Switch,1990-05-22
T.J. Dillashaw,Bantamweight,18,4,0,Killashaw,"5' 6""",125 lbs.,"67""",Orthodox,1986-02-07
T.J. Laramie,Featherweight,12,3,0,NA,"5' 6""",145 lbs.,"66""",Orthodox,1997-10-15
Todd Duffee,Heavyweight,9,3,0,NA,"6' 3""",260 lbs.,"78""",Orthodox,1985-12-06
Tom Aspinall,Heavyweight,10,2,0,NA,"6' 5""",256 lbs.,"78""",Orthodox,1993-04-11
Tom Breese,Middleweight,12,3,0,NA,"6' 3""",185 lbs.,"73""",Southpaw,1991-09-26
Tom Duquesnoy,Bantamweight,15,2,0,Fire Kid,"5' 7""",135 lbs.,"68""",Orthodox,1993-06-21
Tony Ferguson,Lightweight,26,6,0,El Cucuy,"5' 11""",155 lbs.,"76""",Orthodox,1984-02-12
Tony Gravely,Bantamweight,21,6,0,NA,"5' 5""",135 lbs.,"69""",Orthodox,1991-09-28
Tony Kelley,Bantamweight,7,2,0,Primetime,"5' 9""",135 lbs.,"70""",Switch,1987-01-21
Tonya Evinger,Women's Featherweight,19,8,0,Triple Threat,"5' 7""",135 lbs.,"70""",Orthodox,1981-06-04
Tracy Cortez,Women's Flyweight,9,1,0,NA,"5' 5""",135 lbs.,"65""",Orthodox,1993-12-10
Trevin Giles,Middleweight,14,3,0,NA,"6' 0""",185 lbs.,"74""",Orthodox,1992-08-06
Trevin Jones,Bantamweight,13,6,0,5 Star,"5' 7""",140 lbs.,"70""",Southpaw,1990-08-04
Trevor Smith,Middleweight,15,10,0,Hot Sauce,"6' 3""",185 lbs.,"75""",Orthodox,1981-01-05
Tristan Connelly,Featherweight,14,7,0,Boondock,"5' 10""",170 lbs.,"68""",Orthodox,1985-12-12
Tucker Lutz,Featherweight,12,1,0,Top Gun,"5' 8""",155 lbs.,"72""",Orthodox,1994-07-12
Tyron Woodley,Welterweight,19,7,1,The Chosen One,"5' 9""",170 lbs.,"74""",Orthodox,1982-04-07
Tyson Nam,Flyweight,20,12,1,NA,"5' 7""",125 lbs.,"68""",Orthodox,1983-10-06
Tyson Pedro,Light Heavyweight,7,2,0,NA,"6' 3""",205 lbs.,"79""",Orthodox,1991-09-17
Umar Nurmagomedov,Bantamweight,13,0,0,NA,"5' 8""",135 lbs.,,Orthodox,1996-03-01
Uriah Hall,Middleweight,18,9,0,Prime Time,"6' 0""",185 lbs.,"79""",Orthodox,1984-07-31
Urijah Faber,Bantamweight,35,11,0,The California Kid,"5' 6""",135 lbs.,"67""",Orthodox,1979-05-14
